,id,text
18162,S0126-10-14,큰소리를 지르면서 티데우스는 긴 깃털 장식 세 개를 흔들었어요.
18163,N0034-10-21,지금도 낙심하지 말고 많이 읽고 많이 생각하고 많이 쓰시오.
18164,S0141-02-16,살려고 하는 생명을 죽이지 않겠다는 것은 생명 가진 자의 당연한 도리가 아닐까요?
18165,P0747-04-35,나는 독자에게 그날 밤 그녀가 꾸었던 달콤한 꿈 이야기를 하기 위해 하던 이야기를 멈추지는 않겠다.
18166,N0283-04-51,승객들이 모두 편안하게 자리를 잡고 앉자 기차는 곧 덜크덩거리며 즐겁게 출발하더니 단 십분 만에 크리스천이 터벅터벅 걸어서 하루가 걸렸을 거리보다 더 멀리 돌진해 갔다.
18167,N0061-08-31,"음, 이 세상에 그런 일도 있을까?"
18168,P1089-01-22,"새로이 방문이 붙어 전해 온 것은 정말 놀랄 일이니, 어려운 생활 중에 이런 일이 생기니 얼마나 영광스러운가!"
18169,N0056-04-25,"그의 몸은 고행을 했지만, 영혼은 예수와 합치되지 않았기에 그는 부활하지 못했다."
18170,P0124-02-48,"난 보았네, 거대한 늪들이, 그곳 골풀 더미 사이로 바다 괴물 온통 썩어 가는 통발들이 부글거리는 것을!"
18171,S0155-06-14,"솔직히 말하자면, 그런 셈이지, 마야."
18172,N0288-05-51,우리 모두 동의의 징표로 서로 포옹하고 키스합시다.
18173,P1105-01-47,벽에 기대 한나절 조을다 깨면 열어 재친 창으로 흰 구름 바라기가 무척 좋아라
18174,S0059-07-12,네!
18175,N0036-04-26,오늘로 이 구덩이를 도로 묻어놔야지.
18176,P1122-01-48,어떻게 하면 부모 자식이 한군데서 같이 지낼 수 있을까
18177,N0276-09-51,"루케리아가 갑자기 힘을 내어 눈을 크게 뜨고 말했고, 눈을 깜빡여 눈물을 흘러내리게 하려고 했다."
18178,S0055-09-13,어떻게 하라고?
18179,N0226-10-51,판타 주세요.
18180,S0091-09-05,"이때, 무언가에 홀린 듯, 마을 청년회장이 몽둥이를 들고 연탄광으로 뛰어듭니다."
18181,N0012-04-31,배를 쥐어박아도 보고 일부러 칵 넘어지기도 하며 벽에다 배를 대고 탕탕 부딪혀도 보았다.
18182,P0705-01-47,그 시절을 떠올리며 옛 이궁을 찾아보니 처량해져 흘린 눈물이 어느덧 옷깃을 적시네.
18183,N0151-02-30,이 사람 자네 무슨 일로 이렇게 아침부터 찾아다니는가?
18184,N0066-01-23,저는 그 장미꽃을 찾았습니다.
18185,S0113-03-12,어려운 일이 많았습니다.
18186,P1477-01-48,먼저 두셴카는 모든 방을 다 둘러보았다.
18187,N0042-10-28,캐서린은 몹시 굴욕스러운 심정으로 걸음을 옮겼다.
18188,P1197-01-35,그렇게 배잡게 들어섰어도 석류알처럼 아름답지 못한 연유는 굴뚝마다에 가느다란 연기가 피와 눈물을 태워이는 까닭이라
18189,S0001-07-19,"솔직히 말씀드리자면, 그런 걸 별로 좋아하지 않는답니다."
18190,P0246-01-49,"부유한 집과 장사치는 항상 있는 제약을 어겼으며, 명문세족과 친반은 바른 지조가 없었지요."
18191,P0093-02-43,두셴카가 자신의 결정을 아버지에게 알리자 왕과 그의 모든 자문들은 다시 울음을 터트렸다.
18192,N0017-02-24,사랑하는 사샤!
18193,N0228-04-22,우리가 화로를 둘러싸고 한참 잡담을 할 때 페르시아 동학 술탄 사드는 모두 제각기 조금도 숨김없이 툭 털어놓고 자기 연애사를 이야기하자고 먼저 제안했다.
18194,P1170-01-39,엷은 물모래 위에 가을은 가다.
18195,N0038-09-51,금액은 제각기 그 아래에 달아 놓고.
18196,S0132-08-07,극동의 작은 나라 한반도.
18197,N0195-04-28,"신랑의 말을 따라 여자 귀신은 슬피 울면서,"
18198,S0079-10-19,"마님, 그게 쉽지 않았어요."
18199,S0117-09-02,제가 할 수 있는 최상의 것을 고안해 냈지요.
18200,N0098-02-25,가까이 다가가보니 어떤 할머니가 화살 맞은 큰 비둘기 같은 것을 들고는 고래고래 소리를 지르며 그의 말 머리를 향해 달려 오고 있는 것이 아닌가.
18201,N0047-02-01,"그런데 그 작은 소리가 제 뇌리에 박혔는지, 그때부터 지금까지 지속적으로 저는 실로 이상하고 흉측한 발작을 하는 남자가 되었습니다."
18202,S0118-09-11,"그렇지, 남자나 여자나 시간을 죽이려고 인격을 살해하는 무리가 재잘거리며, 악의적이고, 빈틈없는 소문들을 만든다는 걸 내 알아요."
18203,N0281-01-31,"신사의 축제날과 오월의 오일, 육일의 축제날에는 무슨 일이 있어도 손님을 꼭 받아야 하는데 이날이 다가와도 특별히 와 주실 단골손님도 없고, 주인께서는 손님이 없다고 저를 사정없이 몰아세우십니다."
18204,P0483-01-28,가는 비는 나려 마르든 흙 축여지다
18205,N0238-05-31,부인은 잉태했다.
18206,N0283-04-27,승객들이 모두 편안하게 자리를 잡고 앉자 기차는 곧 덜커덩거리며 즐겁게 출발하더니 단 십분 만에 크리스천이 터벅터벅 걸어서 하루가 걸렸을 거리보다 더 멀리 돌진해 갔다.
18207,P1384-01-47,여섯 굽이 난간에 가까운 푸른 나무 그 버드나무에 바람 살며시 스치자 금빛 실가지 모두 다 펼친다.
18208,S0161-02-16,쟁기질을 하는 머슴 놈이 자네가 술 마실 때처럼 게으름을 피운다면 당장 그 자리에서 내쫓아 버릴 거야.
18209,P0632-03-39,"이렇게 그가 이야기를 하고 있는 동안에 시장을 지나, 집으로 돌아가는 남자와 여자들의 무리가 점점 늘어났다."
18210,S0167-05-14,"언니, 나 왔어."
18211,S0139-04-09,"만일 오늘 당장 그가 나와의 결혼 서약을 않는다면, 감히 가증스런 법칙을 내세운다면, 나는 뭐든지 하는데 그는 그러지 않는다면, 나는 지금 당장 그에 대한 사랑을 잊고 나의 파멸도 고려하지 않고 그를 저버리고, 내가 예전에 꺼내 준 불행한 상태로 돌아가게 하겠어."
18212,N0293-01-27,"그러나 당신의 권력으로 가장 고통스런 박해를 받았기에, 내 가슴에 담긴 깊은 슬픔 탓으로 조금이나마 서둘러 당신에게 말하게 되었습니다."
18213,N0037-05-01,꽁보는 더펄이 뒤를 따라 오르며 달달 떨었다.
18214,N0154-05-33,"가버렸구먼, 가버렸어!"
18215,P0543-01-35,부끄럽게도 이렇게 나이가 들어서야 하게 된 이 고백서를 시간 나는 대로 즐겨 읽으시라고 당신에게 보냅니다.
18216,N0030-05-33,무경이는 한참 동안 마루 위에서 움직이지 못하고 굳어진 조각처럼 서 있었다.
18217,S0058-07-05,글쎄요.
18218,P0610-01-43,"얼마 전까지만 해도, 황금과 빛을 뒤섞어 모든 걸 두 배, 세 배, 백 배 더 크고, 더 훌륭하게 만들어주던 태양이 석양으로 옮겨가는 그 기나긴 여정도 거치지 않고 몸을 숨기자, 그 모든 것들은 너무나 외롭고 초라해져 버렸습니다."
18219,S0088-04-18,"그 빌어먹을 도주 관료 놈들, 이 지경이 되어서도 여전히 현실을 몰라."
18220,S0076-04-05,함대는 그렇게 빨리 출격할 수 없다.
18221,P0322-01-41,짝 잃은 새는 그윽한 계곡을 울려 대고 차가운 마름은 잔물결 위에서 춤춘다.
18222,P0368-01-48,"하지만 이는 황제의 돌아보심을 받드는 일일 뿐 청사에 이름을 남길 만한 것은 아니었으니, 장주의 설검과 같은 글도 헛된 것이고 묵적처럼 군사를 논한 것도 부끄러울 뿐이었다네."
18223,S0112-05-03,현대 사회는 다원적인 계층의 구조를 이루고 있다.
18224,N0186-02-27,"만약에 순사가 무뚝뚝한 사람이었다면, 순사처럼 생긴 얼굴은 전혀 호감을 주지 못한다."
18225,N0248-07-29,다만 정말 꺼림칙한 것은 그때는 인간들이 어쩌면 황금 바늘에 찔리는 것을 오히려 기뻐할는지도 모른다는 점이다.
18226,S0002-03-18,"아이쿠, 딴말씀 마셔."
18227,P0218-01-35,"옛날에 고향을 찾아오면, 대나무 장대 끝이 비로소 보이고, 우리 마을이 비로소 보여, 그러면 내 마음은 마구 뛰었다."
18228,N0225-05-28,풍신수길이 이 일에 대하여 이를 갈고 휘하 제장을 불러 모아 이순신의 적수를 물으니 우희다수가라 하는 자가 팔을 뽑고 담당하기를 청하였다.
18229,S0117-05-05,히브리 여인들이 이제 남자로 변한 것인가?
18230,S0118-05-06,그처럼 기억력이 좋다니 반갑소.
18231,N0117-08-26,얼마 지나서야 내 방으로 돌아왔는데 여전히 기분은 상해 있었다.
18232,S0096-04-03,"그래서 연회가 최고조에 달하고, 음악이 가장 시끄럽고 궁정 사람들이 가장 분주하고 귀부인들이 가장 크게 웃던 순간에 오, 사악한 순간!"
18233,S0035-07-16,"기생 강명화의 죽음, 이 땅에서 사랑에 모든 걸 걸 수 있는 용기 있는 여잔 어쩌면 기생밖에 없을지도 모릅니다."
18234,S0135-02-09,그래.
18235,N0138-08-51,때로는 이 수도원에서 옛날에 일어났다는 기적의 장면을 새겨 넣은 성전의 대문을 바라보기도 한다.
18236,N0247-02-26,팔백육십이년.
18237,N0280-08-26,벌써 여기로구나.
18238,P1443-01-50,별들을 보라!
18239,S0135-09-07,"아, 꽃 같은 얼굴에 숨겨진 독사 같은 마음이여!"
18240,N0131-03-30,"그것은 언덕에 자리잡고 있는데, 마을을 나와서 언덕 위 오솔길을 걸어 올라가면 골짜기 전체가 한눈에 보이지."
18241,P0413-01-48,긴 창이 있으나 찌르지 못하고 긴 쇠뇌가 있어도 쏘지 못하네
18242,N0261-04-31,이래서는 나는 결코 집으로 가지 못할 것이다.
18243,N0203-07-25,나와 남편은 시간이 갈수록 서로 좋아졌지요.
18244,S0079-05-06,"여러분, 아버님을 들어 올리시오."
18245,S0036-02-06,"아니, 저따위 버릇이 어디 있어!"
18246,S0129-02-17,그럼 여기서 제가 대단히 환대받고 있다고 큰소리치는 분께 여쭤보겠는데 늘 감시하는 것 말고는 따로 할 일이 없는 여자들 네댓 명과 무얼 하라는 말인가요?
18247,P1123-01-36,바람의 신은 이제 편안히 누워 있고 구름 신도 욕심이 적어졌다.
18248,P0975-01-46,"겁이 나 말에서 내린 나는 거친 돌투성이 황야를 따라 말을 몰고 내려왔고, 비틀거리며 나아가다가 마침내 계곡 밑바닥에 이르렀는데, 그곳은 예전에 살인자가 쇠사슬에 묶인 채 교수형 당한 곳이었네."
18249,P0197-01-42,우리 엄마 죽었을 때 나 아주 어렸어요
18250,N0020-02-24,남편하고 같이 있는 것은 혼자 있는 것과 마찬가지야.
18251,P0418-01-39,"낚시질하고 나무하는 것이 어찌 피로하지 않겠으며, 구름 보고 달구경 하는 것도 역시 응당 수고로운 일이네."
18252,P0630-01-42,사치스럽고 호화롭게 몸 기르기를 구하고 권문세가와 어울리는구나.
18253,S0078-01-13,그런 변화가 내 목숨을 걸었던 사랑스런 그대에게는 결코 일어나지 않기를!
18254,N0037-08-25,제 힘을 도리어 자랑하는 형을 바라보니 또한 그 속이 보인다.
18255,N0055-05-22,"아씨, 그것은 제 본래 의도가 순수했기 때문에 아씨께서 오해하실 줄은 미처 생각지도 못했기 때문이지요."
18256,N0103-02-26,이렇게 멋진 미래를 꿈꾸고 있던 중 어느 날 세라펭 신부님께서 면회를 오셨습니다.
18257,P1318-01-44,"속이지 마라, 웃는 님이여 속이지 마라, 부디 나를 속이지 마라"
18258,N0154-05-31,"가버렸구먼, 가버렸어!"
18259,S0159-05-14,마지막 순간까지 산모가 살아날 수 있을지 자신이 없었습니다.
18260,P0008-01-41,"남산은 우거져 비는 막 개이고 곡강은 맑아 잔잔하니,"
18261,S0132-03-08,난 사내 애들만 다섯이오.
18262,S0041-06-04,"가까이 오십시오, 보네푸아 선생, 가까이 오셔서 자리에 앉으세요."
18263,S0149-05-14,남숙 씨!
18264,S0072-06-03,"지반공학의 관점에서 싱크홀이란 지표의 토사가 어디론가 흘러 나간 건데요, 지하에 공동이 있거나 어떤 문제가 있다면 공동으로 쓸려간 토사의 부피만큼 싱크홀이 생겨납니다."
18265,S0014-08-04,나도 지옥에 살고 있다.
18266,S0011-10-09,그동안 엄청난 일들이 지나갔습니다.
18267,N0149-06-48,그러다가 처음으로 두 사람은 사소한 말다툼을 했다.
18268,N0036-04-22,오늘로 이 구덩이를 도로 묻어놔야지.
18269,P0184-01-42,이게 사실일까?
18270,S0091-05-15,서서히 야심을 드러내기 시작한 정복자의 눈빛.
18271,N0204-09-51,그는 고개를 숙이고 한곳을 응시한 채 우두커니 있었다.
18272,N0217-03-31,월터 경은 그 사실에 분개했다.
18273,P1323-02-44,열한 살 먹던 해 정월 열나흘 날 밤 먼지더미로 그림자를 보러 갔을 때인데요.
18274,S0028-06-04,"제군들, 셔츠 바람으로 온 것을 용서하시오."
18275,S0101-08-19,나는 장차 이 아기씨를 어디에다 모셔 놓아야 좋을까요?
18276,S0008-04-10,"합리적이든 비합리적이든, 이건 가문의 규율이야."
18277,S0140-08-07,이미 순천을 비롯 광양 방면과 벌교 방면이 놈들에게 점령당했소.
18278,S0165-03-14,고통에 허우적거리는 당신을 내버려 두는 건 끔찍한 일이오.
18279,N0231-03-21,바로 그 순간 초인종 소리가 황망한 집 안에 울려 퍼졌다.
18280,P0259-01-43,희화가 잠에서 깨어 행차하려 하자 금빛 까마귀가 한마디 소리 내어 운다.
18281,N0259-01-28,김 군!
18282,N0087-03-25,"대시우드 부인은 놀라서 말을 하지 못했고, 또다시 침묵이 이어졌다."
18283,N0154-01-31,이 길고 긴 세월에 아내는 얼마나 괴로웠으며 외로웠으랴!
18284,P0592-01-33,그 선인이 살고 있는 집 대문 앞에는 금 사십만 바트와 배우려는 마음이 있는 자는 누구든 배울 수 있다라는 공고문이 붙어 있었으므로 비싼 수업료 때문에 감히 문을 두드리는 사람이 없었다.
18285,N0013-09-27,조강지처는 버릴 수 없음을 그대는 어찌 모릅니까.
18286,S0006-04-18,"두고보시오, 내 반드시 겐리흐 틸레씨께 이 사실을 모두 다 고할테니!"
18287,P0261-05-43,"오, 내가 꽃들의 침상에 눕는 것을 얼마나 좋아하는지를 생각해 주소서!"
18288,P0780-01-31,시계가 멈췄다네
18289,N0258-04-21,박돌 어머니는 매를 든 노한 상전 앞에 선 어린 종같이 젊은 주인을 쳐다본다.
18290,N0281-08-27,"잠 한잠 안 자고 어른 주제에 나무 베개로 구슬 놀이, 팽이 놀이, 부채 뺏기 놀이, 손바닥 속 물건 숫자 맞추기 놀이 같은 아이들 놀이를 하면서 밤새 놀아 댔더니 온몸이 땀투성이가 된지라 몸을 식히려고 남쪽 툇마루로 나가 보았다."
18291,P0930-01-27,엘시드가 성을 떠나려는 것을 보고 포로로 있던 무어인들은 남녀 가릴 것 없이 탄식하기 시작했습니다.
18292,P0258-01-48,가파른 절벽은 입을 딱 벌려 호랑이의 찢어진 입 같고 험악한 여울물은 솟구치며 우레의 울부짖는 소리를 내네.
18293,N0254-02-27,애꾸가 거짓말하는 겁니다!
18294,S0098-07-04,그게 어때서?
18295,P1301-01-44,뵈올까 바란 마음 그 마음 지난 바람 하루가 열흘같이 기약도 아득해라.
18296,N0201-05-22,"두 사람이 마당으로 들어섰을 때, 소작인 구이 영감이 한 소년에게 호통을 치고 있고, 그의 아내는 걸상에 앉아 고기 만두로 통통하게 키운 칠면조 한 마리를 다리 사이에 꽉 잡고 있었다."
18297,N0007-01-28,"여러분, 그 옛날 로스토프 호수는 우리를 위해 존재했습니다."
18298,S0097-10-01,아니에요.
18299,P0739-01-48,빗속에 온갖 풀들이 문드러져 죽는데 섬돌 아래 결명은 빛깔이 곱구나
18300,P0054-01-35,스물여덟 명의 젊은이가 해변에서 멱을 감는다
18301,P0060-01-48,서늘한 가을 팔월이라 북녘 기러기에 놀라니 일찍부터 차가운 울음소리로 먼 하늘은 어지럽네.
18302,P1324-01-44,밥 빌어 죽을 쑤어서 열흘에 한 끼 먹을지라도 바삐나 돌아오소
18303,S0162-03-08,"오늘은 내가 술을 낼 테니 염려 마, 돈 있어!"
18304,S0137-02-19,"도련님들, 어머님의 노여움이 예사롭지 않아요."
18305,P0157-01-35,"불과 작년 봄이었지,"
18306,P0425-01-48,중국에서 네팔 거쳐 인도까지 배낭여행을 한 것은 그를 몰랐다면 불가능했을 것이다
18307,S0105-08-02,우리 가문에서 가장 사랑받던 네가 지금 구원의 씨가 되었구나.
18308,N0273-09-29,"그의 목소리는 약간 갈라지고 떨림이 있었으며, 처음에는 가슴을 저미게 했지만 그 목소리 안에는 가슴 깊은 곳에서 요동치는 진정한 열정과 젊음, 힘, 기쁨, 그리고 어떤 깊은 애수가 녹아 있었다."
18309,P0187-01-43,고양이처럼 울어 대는 펌프질 소리를 들어 보라.
18310,S0004-10-07,"아흐, 참 맛있게 자알 잤다!"
18311,S0060-10-09,"그 여자는 이 사람을 농락했다가 툭 차 버리고 난 다음, 그건 내가 반대했기 때문이라고 하든가, 아니면 결혼해 놓고 그건 내가 그렇게 하라고 했기 때문이라고 할 거란 말입니다."
18312,P0054-01-39,스물여덟 명의 젊은이가 해변에서 멱을 감는다
18313,S0123-03-08,"업무는 매매부와 운송부, 훈련부, 공급부의 네 개 부로 나누어지지."
18314,N0131-09-51,하지만 정말 좋은 사람들이야!
18315,S0130-01-12,"그분은 황금 서적처럼 고결하기 이를 데 없는 성품을 지녔고, 들에 핀 풀잎 하나만 보아도 라틴어 혁명이 뭔지 척척 알려 준다네."
18316,S0144-01-14,"이 절은 돌아가신 대감께서 시주하여 보수했던 곳으로, 바로 측천무후께서 분향하시던 곳이지요."
18317,N0197-06-29,한신은 빨래하는 아주머니가 밥 한그릇을 준 은혜를 입고서 천금으로 보답했습니다.
18318,S0125-02-03,아버님은 아킬레우스의 아들인 살기등등한 네오프톨레모스에게 도륙되어 신께서 쌓아 올린 제단에 쓰러지고 말았어요.
18319,N0199-06-31,용골대가 부인의 신기하고 묘한 술법을 모르고 피화당에 있는 물건을 겁탈하려고 급히 들어갔다.
18320,S0127-02-04,리르나 출신으로 이백 오십척의 함선을 지휘하던 타리비스도 그곳에 누워 있습니다.
18321,S0099-03-03,전하 일에 신경 쓴다는 것이 전하 자신의 육신을 위한 것이군요.
18322,N0150-10-27,이미 이 작은 시련을 통하여 높으신 토머이 신부님이 영적으로 심각하게 부서지고 있음을 짐작할 수 있을 것이다.
18323,S0048-08-08,"아, 함께 종의 신세가 된 친구여, 한때는 내가 네 주인이었지만 지금은 나도 비참한 종 신세로 전락했어."
18324,S0057-08-18,"아이, 만일 내가 안 간다면 또 아씨 말을 안 듣는다고 하시겠지."
18325,N0263-03-30,"그는 허울 좋은 영광 속에서, 세상의 존경을 받으면서 살았지만, 이 모든 것과는 상관없이 대체로 울적한 기분이었는데, 아무도 그의 이런 기분을 진지하게 받아 들여 주지 않았으므로 더욱 침울해했다."
18326,S0059-01-14,오!
18327,S0145-05-11,"이 친구, 앉게."
18328,P0611-01-48,"로시요와 내가 곧 뒤따랐고, 찢어지는 고함소리와 함께 쉴 틈 없이 던져대느라 입으로 먹은 무화과보다 눈으로, 코로, 옷소매로, 뺨으로 먹은 무화과가 더 많을 듯, 잘못 겨냥해 던진 열매들이 동틀 무렵 상쾌한 포도밭으로 떨어졌습니다."
18329,S0127-07-01,"오, 가증스러운 악령, 어찌 그대가 이렇게 페르시아인들을 기만할 수가?"
18330,S0018-03-15,야!
18331,S0043-02-18,빨리 돌아오다뇨?
18332,S0165-02-01,오래전부터 종종 사람들이 얘기하는 걸 들었소.
18333,P0576-02-46,자줏빛 커튼마다 알 수 없는 비단결 슬픔이 스치는 듯한 소리가 나를 무서움에 떨게 했다네
18334,P1404-01-51,사람들은 모두 돌아보면서 어리석은 애욕으로 마음을 물들이네.
18335,S0013-02-09,시민들이 무장을 하고 도청으로 모여들자 계엄군은 겁을 먹기 시작했어요.
18336,P0316-01-43,"한데, 내 노고가 비웃음거리가 되던 것을 너무도 자주 보았다."
18337,P1446-01-46,나는 산허리에서 사랑을 보았는데 해가 떨어지기 전에 그를 잡으라는 명령을 받았다.
18338,S0005-05-06,난 혼자야.
18339,N0065-06-22,"로타르는 여동생을 진심으로 사랑했으므로 여동생이 내뱉는 한탄의 말은 한마디, 한마디가 불꽃처럼 그의 가슴에 와서 박혔고, 그렇지 않아도 몽상가 나타나엘에 대해 오랫동안 품어왔던 마음의 반감은 맹렬한 분노로 타올랐다."
18340,N0281-01-29,"신사의 축제날과 오월의 오일, 육일의 축제날에는 무슨 일이 있어도 손님을 꼭 받아야 하는데 이날이 다가와도 특별히 와 주실 단골손님도 없고, 주인께서는 손님이 없다고 저를 사정없이 몰아세우십니다."
18341,P1074-01-33,진주담을 지나 바위에서 잠시 쉬었다.
18342,P0027-01-43,"이 말을 듣고 화가 난 이슈타르, 하늘로 올라가 아버지인 천신 아누와 어머니인 안룸에게 울음을 터트리면서 다음과 같이 말했다."
18343,S0089-01-12,어느 누가 정의를 보고 용감하게 나서 듯이 제 이 고초를 측은하게 여긴답디까?
18344,S0009-09-17,"나가서 북쪽으로 가면 이십리도 못 가 반경 이삼십리 되는 큰 소나무 숲이 나오는데, 산 위아래가 하나로 이어져 있죠."
18345,N0196-04-31,내가!
18346,N0093-01-24,갑판에는 여러 명의 여행객이 삼삼오오 모여 앉아서 이야기를 나누거나 노래를 부르고 있었다.
18347,P1045-01-36,"그대가 구경의 신분으로 오시니 물 많은 이 고장에 풍년이 들어, 물고기와 소금이 시장에 가득하고 베와 비단이 구름처럼 많아졌습니다."
18348,S0010-07-11,말도 마십시오.
18349,N0088-04-30,"결국 그는 땅바닥에 쓰러져 누웠고, 바로 그 순간 온 세상이 소리 지르면서 내게 달려들었소."
18350,P0345-01-42,삼만 권의 책을 읽었으나 벼슬한 후론 모두 누각에 묶어 두었고 사십년 검술을 익혔으나 오랑캐의 피로 칼날을 적시지 못했네.
18351,N0061-09-24,문학수는 속달을 받던 그 순간부터 정란의 소위 까닭 모를 무서운 처지라는 것을 가지각색으로 상상해 보았으나 도무지 알 길이 만무하였다.
18352,P0194-01-42,공의 효우는 천성에서 나온 것이다.
18353,N0203-06-21,"연대장은 자신의 아름다운 마차가 쿠라주가 적으로부터 탈취해 자신에게 바친 것이라는 사실을 싫어했고, 내가 부상당한 연대 소위를 바탈리아의 죽음의 위험에서 구출해서 우리 편 부대로 데리고 갔었는데, 그런 사실도 그를 명예롭게 하지 않았기 때문에, 그는 내 노력에 대해서 욕하듯 감사하고, 나를 볼 때마다 찡그린 얼굴이 벌게졌지요."
18354,S0073-06-15,"아니, 분명히 포테이토 피자라고 했다니까?"
18355,P1161-01-48,담머리 굴참나무 그늘도 짙을러니 높은 가지 끝에 한두 닢 달려 있고 소소리 바람이 치는 벌써 가을이구려.
18356,S0002-03-15,"아이쿠, 딴말씀 마셔."
18357,N0042-10-22,캐서린은 몹시 굴욕스러운 심정으로 걸음을 옮겼다.
18358,S0107-06-10,정말 못 견디겠어!
18359,P0272-01-49,"주주 또한 날개 물고 공공 역시 굶주림 생각하는데, 어찌하여 벼슬길에 나아간 자들은 굽은 경쇠 되어 돌아오길 잊는가?"
18360,N0195-01-25,북풍이 매우 사납게 몰아치더니 찬 구름이 엉켜들며 눈발이 날려서 떨어지는 배꽃 같고 나부끼는 버들강아지와도 같다.
18361,N0136-01-24,영감도 서울 가시더니 비정상이 되었구려.
18362,P0692-01-50,빈 바위는 때로 절로 울리고 외론 사람만 잠들지 못하네
18363,P0336-01-43,은거한 이가 보검을 베고 누우니 밤중에 우르릉거리는 소리가 들리네.
18364,S0034-10-15,"그러나 전, 환상이 저를 어리석게 만든 나머지, 사랑에 빠진 티를 내며 구애를 했습니다."
18365,P0059-01-43,"오, 짧은 젊음이여!"
18366,S0075-07-10,서른두 살 되던 해.
18367,N0107-05-51,그 슬로바키아인은 카를이 피곤에 지쳐 잠깐이라도 조는 기회만을 엿보고 있었다.
18368,S0027-08-07,아!
18369,N0047-04-22,생기발랄이라고 말하면 될까요?
18370,P0636-05-31,"한 번 약속의 악수를 하면 일년의 운명이 그대로 결정되고, 한 번 승낙의 말을 하면 많은 것을 참아야 할 의무가 생기니까요."
18371,N0086-02-28,내 생각을 너무 앞서 가는 그 말에 나는 화가 났다.
18372,P1323-02-50,열한 살 먹던 해 정월 열나흘 날 밤 먼지더미로 그림자를 보러 갔을 때인데요.
18373,S0020-07-08,"얘야, 누가 아니라니?"
18374,N0090-04-25,"오, 그건 아니에요, 마릴라."
18375,S0096-01-18,"그대, 내 독살당한 연인의 창백한 형상이여, 내 사색의 대상이자 죽음의 껍데기인 그대여, 한때는 내 약혼녀의 밝게 빛나던 얼굴이었지."
18376,N0228-05-25,나는 어찌할 수가 없었다.
18377,N0136-02-21,이 애가 무슨 일로 돌아오지 않는 것일까?
18378,N0105-02-25,신단이 완성되기는 했지만 먼저 개에게 주어 시험해 보는 것이 좋겠다.
18379,S0137-08-13,나에게 하루의 여유를 주다니.
18380,S0029-09-11,"울부짖다니, 넌 늙은 마녀야."
18381,S0055-02-14,그가 말을 멈추었네.
18382,P0174-01-43,"동생은 전쟁터에 나가고 양어머니는 세상을 떠나, 저녁이 가고 아침이 오는 대로 낯빛이 쇠해졌습니다."
18383,N0036-06-25,아내는 콩밭에서 금이 날 줄은 아주 꿈밖이었다.
18384,N0090-05-31,그 뒤론 아무 말도 하지 않고 훌쩍훌쩍 울기만 해서 나도 많이 울었죠.
18385,S0084-08-02,제 가문은 드미트리어스 못지않습니다.
18386,N0032-05-31,"어디, 누구네 집 하는 반문에, 일년감처럼 통통한 얼굴을 갸우뚱하고, 잠시 생각해 보듯 하다가, 손톱자국 같은, 가느다란 눈을 생글생글 웃으면서,"
18387,S0096-04-10,"그래서 연회가 최고조에 달하고, 음악이 가장 시끄럽고 궁정 사람들이 가장 분주하고 귀부인들이 가장 크게 웃던 순간에 오, 사악한 순간!"
18388,P1291-01-48,"버들가지에 내 끼이고, 물 위에 나르는 제비는 어느덧 그림자를 감추었다."
18389,P0026-02-49,"훔바바, 다음과 같이 말하면서 길가메시에게 목숨을 구걸했다."
18390,N0055-11-29,염려할 것 없어.
18391,P1195-01-46,잠든 듯 고요히 아기의 뺨을 어루만지다가도 단비를 몰아와 매마른 밭고랑에 물을 뿌리다가도
18392,S0103-08-11,운명이 그대의 삶을 이끌 것이니.
18393,S0135-03-13,"상처가 샘만큼 깊진 않고 성당의 문만큼 넓지는 않지만, 이만하면 죽기에 충분한 상처야."
18394,N0061-10-33,마침내 불안과 공포와 초조에 떨고 있던 정란의 예감은 명중하였다.
18395,S0087-02-05,"휴, 생각해도 소용없는 일이죠."
18396,P0221-01-48,"옛날에 기녀의 이별에 대해 들었는데, 떠난 임은 돌아올 기약이 없다고 하네."
18397,N0204-10-22,"달이 물에 닿을 듯 떠오르자 아직 어둠에 잠긴 도시에서 빛을 내는 것과 하얗게 빛나는 것, 이를테면 마당의 수레채라든지 매달린 천막 쪼가리, 벽 모서리, 신상의 가슴에 달린 금 목걸이 같은 것들이 반짝거렸다."
18398,P1467-01-48,나 홀로 생각에 잠겨 큰 걸음걸이로 걸으며 텅 빈 공간을 재본다.
18399,P0043-01-48,내 마음을 아실 이 내 혼자 마음 나같이 아실 이 그래도 어데나 계실 것이면
18400,P0061-01-48,서럽게도 구름 같던 꽃도 갑자기 지고 아쉽게도 바람 앞의 나무는 불현듯이 우는구나.
18401,N0130-01-33,"드디어 그를 층계 위로 인도해 마주 앉으니, 선문이 몸 둘 바를 모르고 머뭇거리며 물러나려 하니 광리왕이 말했다."
18402,S0092-09-07,자비로운 하나님 저를 보호하소서!
18403,S0150-09-09,이보시오!
18404,P1326-01-51,해 저문 강가에 팔짱 낀 사공이 애타는 젊은이 일 넌지시 묻거든 그리 말하소.
18405,N0077-01-01,사람이 대여섯 명씩이나 모두 장정의 밥을 먹으면서 일 년 내내 한 푼도 벌어오는 인간이 없구나!
18406,N0054-06-24,크라신스키는 서둘러 구경꾼들 사이에서 나와 아는 사람에게 하듯 모자를 벗고는 정중하게 인사를 올렸다.
